JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	19/01/2023 -11- AMUNDI ESR - 115038	462,53	0,0	A	20240101	20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	09/02/2023 -11- AMUNDI ESR - 115038	113,22	0,0			20251112	113,22	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	22/02/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	23/02/2023 -11- REJET PRLV AMUNDI ESR - 115038	0,0	462,53	A	20240101	20251112	-462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	13/03/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	21/03/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	14/04/2023 -11- AMUNDI ESR - 115038	270,77	0,0			20251112	270,77	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	20/04/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	10/05/2023 -11- AMUNDI ESR - 115038	6,94	0,0			20251112	6,94	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	23/05/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	22/06/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	20/07/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	07/08/2023 -11- AMUNDI ESR - 115038	6,93	0,0			20251112	6,93	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	22/08/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	21/09/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	20/10/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	02/11/2023 -11- AMUNDI ESR - 115038	6,93	0,0			20251112	6,93	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	22/11/2023 -11- AMUNDI ESR - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	21/12/2023 -11- AMUNDI ESR PEYRO ALAIN 244409730 - 115038	462,53	0,0			20251112	462,53	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	31/01/2023 -OD- SALAIRES 01/2023 - 115038	0,0	222,54			20251112	-222,54	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	28/02/2023 -OD- SALAIRES 02/2023 - 115038	0,0	222,54			20251112	-222,54	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	31/03/2023 -OD- SALAIRES 03/2023 - 115038	1277,46	0,0			20251112	1277,46	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	30/04/2023 -OD- SALAIRES 04/2023 - 115038	0,0	9026,21			20251112	-9026,21	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	31/05/2023 -OD- SALAIRES 05/2023 - 115038	0,0	333,81			20251112	-333,81	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	30/06/2023 -OD- SALAIRES 06/2023 - 115038	1277,46	0,0			20251112	1277,46	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	31/07/2023 -OD- SALAIRES 07/2023 - 115038	0,0	111,27			20251112	-111,27	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	31/08/2023 -OD- SALAIRES 08/2023 - 115038	0,0	333,81			20251112	-333,81	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	30/09/2023 -OD- SALAIRES 09/2023 - 115038	1277,46	0,0			20251112	1277,46	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	31/10/2023 -OD- SALAIRES 10/2023 - 115038	0,0	222,54			20251112	-222,54	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	30/11/2023 -OD- SALAIRES 11/2023 - 115038	0,0	222,54			20251112	-222,54	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401AMUNDI	AMUNDI	2301-11 -000121	20240101	31/12/2023 -OD- SALAIRES 12/2023 - 115038	1277,46	0,0			20251112	1277,46	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401LOGIST	LOGISTA	2301-11 -000121	20240101	30/11/2023 -11- CHEQUE DE BANQUE - 115038	24000,0	0,0	B	20240325	20251112	24000,00	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401LOGIST	LOGISTA	2301-11 -000121	20240101	26/12/2023 -11- CHEQUE DE BANQUE LOGISTA - 115038	6000,0	0,0	B	20240325	20251112	6000,00	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401LOGIST	LOGISTA	2301-11 -000121	20240101	31/10/2023 -AC- LOGISTA 30.11 - 115038	0,0	303,4	C	20240104	20251112	-303,40	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401LOGIST	LOGISTA	2301-11 -000121	20240101	15/11/2023 -AC- LOGISTA - 115038	0,0	367,34	D	20240117	20251112	-367,34	EUR
AN	Journal des à-nouveaux	1	20240101	401	Fournisseurs	401LOGIST	LOGISTA	2301-11 -000121	20240101	30/11/2023 -AC- LOGISTA - 115038	0,0	22946,34	B	20240325	20251112	-22946,34	EUR
