JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
EI	EI	1	20240101	310	Matières premières et fournitures			2312-RSTK-000001	20240101	Ext.Stocks	0,0	3419,34			20251118	-3419,34	EUR
EI	EI	1	20240101	6031	Variation des stocks de matières premières et fournitures			2312-RSTK-000001	20240101	Ext.Stocks	3419,34	0,0			20251118	3419,34	EUR
EI	EI	2	20240101	7061000003	PRESTATIONS AUTOLIQUIDEE (Pas de TVA)			2312- AAE-000001	20240101	Ext.Avoirs à établir	0,0	3524,34			20251118	-3524,34	EUR
EI	EI	2	20240101	419000001	CLIENTS AVOIR A ETABLIR			2312- AAE-000001	20240101	Ext.Avoirs à établir	3524,34	0,0			20251118	3524,34	EUR
EI	EI	3	20240101	7060000009	PRESTATIONS A 20% (TVA 20%)			2312- FAE-000001	20240101	Ext.Factures à établir	2200,0	0,0			20251118	2200,00	EUR
EI	EI	3	20240101	44587	Taxes sur le chiffre d'affaires sur factures à établir			2312- FAE-000001	20240101	Ext.Factures à établir	440,0	0,0			20251118	440,00	EUR
EI	EI	3	20240101	418000001	CLIENTS FAE			2312- FAE-000001	20240101	Ext.Factures à établir	0,0	2640,0			20251118	-2640,00	EUR
EI	EI	4	20240101	6226000009	Honoraires (TVA 20%)			2312- FAR-000001	20240101	Ext.FNP AFE SOCIAL DEC 2023	0,0	279,0			20251118	-279,00	EUR
EI	EI	4	20240101	44586	Taxes sur le chiffre d'affaires sur factures non parvenues			2312- FAR-000001	20240101	Ext.FNP AFE SOCIAL DEC 2023	0,0	55,8			20251118	-55,80	EUR
EI	EI	4	20240101	4081	Fournisseurs			2312- FAR-000001	20240101	Ext.FNP AFE SOCIAL DEC 2023	334,8	0,0			20251118	334,80	EUR
EI	EI	5	20240101	6611000003	Intérêts des emprunts et dettes (Pas de TVA)			2312-REMP-000001	20240101	Ext.Intérêts courus non échus - 2312-REMP-000001	0,0	1,41			20251118	-1,41	EUR
EI	EI	5	20240101	16884	sur emprunts auprès des établissements de crédit			2312-REMP-000001	20240101	Ext.Intérêts C.N.E. 2 - 2312-REMP-000001	1,41	0,0			20251118	1,41	EUR
EI	EI	5	20240101	6161000003	ASSURANCE PGE (Pas de TVA)			2312-REMP-000001	20240101	Ext.Assurances courues non échues - 2312-REMP-000001	0,0	1,78			20251118	-1,78	EUR
EI	EI	5	20240101	168841	Assurances C.N.E. 01			2312-REMP-000001	20240101	Ext.Assurances C.N.E. 2 - 2312-REMP-000001	1,78	0,0			20251118	1,78	EUR
EI	EI	5	20240101	6611000003	Intérêts des emprunts et dettes (Pas de TVA)			2312-REMP-000001	20240101	Ext.Commissions courues non échues - 2312-REMP-000001	0,0	1,22			20251118	-1,22	EUR
EI	EI	5	20240101	16884	sur emprunts auprès des établissements de crédit			2312-REMP-000001	20240101	Ext.Commissions C.N.E. 2 - 2312-REMP-000001	1,22	0,0			20251118	1,22	EUR
VT	Journal de vente	6	20240101	411	Clients	411FERRY	MAITRE FERRY	FA00462	20240101	MAITRE FERRY	0,0	6000,0			20251118	-6000,00	EUR
VT	Journal de vente	6	20240101	7062000008	PRESTATIONS A 10% (TVA 10%)			FA00462	20240101	MAITRE FERRY	5454,55	0,0			20251118	5454,55	EUR
VT	Journal de vente	6	20240101	44571008	TVA collectée à 10%			FA00462	20240101	MAITRE FERRY	545,45	0,0			20251118	545,45	EUR
VT	Journal de vente	7	20240101	411	Clients	411FERRY	MAITRE FERRY	FA00463	20240101	MAITRE FERRY	0,0	6000,0			20251118	-6000,00	EUR
VT	Journal de vente	7	20240101	7062000008	PRESTATIONS A 10% (TVA 10%)			FA00463	20240101	MAITRE FERRY	5454,55	0,0			20251118	5454,55	EUR
VT	Journal de vente	7	20240101	44571008	TVA collectée à 10%			FA00463	20240101	MAITRE FERRY	545,45	0,0			20251118	545,45	EUR
HA	Journal d’achat	8	20240101	401	Fournisseurs	401ROSSIGNOL	ROMAINE ROSSIGNOL	2023-093120	20240101	ROMAINE ROSSIGNOL acp 2000	0,0	4945,0	A	20241105	20251118	-4945,00	EUR
HA	Journal d’achat	8	20240101	604	ACHATS ETUDES ET PRESTATIONS DE SERVICE			2023-093120	20240101	ROMAINE ROSSIGNOL acp 2000	4945,0	0,0			20251118	4945,00	EUR
HA	Journal d’achat	9	20240101	401	Fournisseurs	401ROSSIGNOL	ROMAINE ROSSIGNOL	on01nn74	20240101	ROMAINE ROSSIGNOL annul	450,0	0,0	A	20241105	20251118	450,00	EUR
HA	Journal d’achat	9	20240101	604	ACHATS ETUDES ET PRESTATIONS DE SERVICE			on01nn74	20240101	ROMAINE ROSSIGNOL annul	0,0	450,0			20251118	-450,00	EUR
HA	Journal d’achat	10	20240101	401	Fournisseurs	401ROSSIGNOL	ROMAINE ROSSIGNOL	090824-005	20240101	ROMAINE ROSSIGNOL	0,0	700,0	A	20241105	20251118	-700,00	EUR
HA	Journal d’achat	10	20240101	604	ACHATS ETUDES ET PRESTATIONS DE SERVICE			090824-005	20240101	ROMAINE ROSSIGNOL	700,0	0,0			20251118	700,00	EUR
HA	Journal d’achat	11	20240101	401	Fournisseurs	401KILOUTOU	KILOUTOU	32745169	20240101	KILOUTOU	0,0	1711,44	B	20240809	20251118	-1711,44	EUR
HA	Journal d’achat	11	20240101	6135	LOCATIONS BENNE ET MATERIEL DIVERS			32745169	20240101	KILOUTOU	1426,2	0,0			20251118	1426,20	EUR
HA	Journal d’achat	11	20240101	44566	TVA sur autres biens et services			32745169	20240101	KILOUTOU	285,24	0,0			20251118	285,24	EUR
HA	Journal d’achat	12	20240101	401	Fournisseurs	401ROSSIGNOL	ROMAINE ROSSIGNOL	2023-022402	20240101	ROMAINE ROSSIGNOL ANNUL FACTURE N-1 ERREUR	800,0	0,0	A	20241105	20251118	800,00	EUR
HA	Journal d’achat	12	20240101	604	ACHATS ETUDES ET PRESTATIONS DE SERVICE			2023-022402	20240101	ROMAINE ROSSIGNOL ANNUL FACTURE N-1 ERREUR	0,0	800,0			20251118	-800,00	EUR
HA	Journal d’achat	13	20240101	401	Fournisseurs	401DIV	FOURNISSEURS DIVERS	BUDGETPRINCIPAL	20240101	REDEVANCE OCCUPATION	0,0	198,0	C	20240307	20251118	-198,00	EUR
HA	Journal d’achat	13	20240101	6358	Autres droits			BUDGETPRINCIPAL	20240101	REDEVANCE OCCUPATION	198,0	0,0			20251118	198,00	EUR
HA	Journal d’achat	14	20240101	401	Fournisseurs	401DIV	FOURNISSEURS DIVERS	2401-AC -000003	20240101	Reynaud Emric	0,0	550,0	D	20240228	20251118	-550,00	EUR
HA	Journal d’achat	14	20240101	604	ACHATS ETUDES ET PRESTATIONS DE SERVICE			2401-AC -000003	20240101	Reynaud Emric	550,0	0,0			20251118	550,00	EUR
HA	Journal d’achat	15	20240101	401	Fournisseurs	401ROSSIGNOL	ROMAINE ROSSIGNOL	2023-092419	20240101	ROMAINE ROSSIGNOL ANNUL FACTURE N-1 ERREUR	2750,0	0,0	A	20241105	20251118	2750,00	EUR
HA	Journal d’achat	15	20240101	604	ACHATS ETUDES ET PRESTATIONS DE SERVICE			2023-092419	20240101	ROMAINE ROSSIGNOL ANNUL FACTURE N-1 ERREUR	0,0	2750,0			20251118	-2750,00	EUR
HA	Journal d’achat	16	20240101	401	Fournisseurs	401LANGUEDOC	LANGUEDOC ROUSSILLON MATERIAUX	2311PEROLSF077	20240101	LANGUEDOC ROUSSILLON MATERIAUX LRM	0,0	869,92	E	20241127	20251118	-869,92	EUR
HA	Journal d’achat	16	20240101	6186	FRAIS DECHETTERIE			2311PEROLSF077	20240101	LANGUEDOC ROUSSILLON MATERIAUX LRM	724,93	0,0			20251118	724,93	EUR
HA	Journal d’achat	16	20240101	44566	TVA sur autres biens et services			2311PEROLSF077	20240101	LANGUEDOC ROUSSILLON MATERIAUX LRM	144,99	0,0			20251118	144,99	EUR
HA	Journal d’achat	17	20240101	401	Fournisseurs	401YESS	YESSS ELECTRIQUE	MPS-035412	20240101	YESSS ELECTRIQUE	0,0	102,92	F	20240131	20251118	-102,92	EUR
HA	Journal d’achat	17	20240101	6011	ACHATS STOCKES			MPS-035412	20240101	YESSS ELECTRIQUE	85,77	0,0			20251118	85,77	EUR
HA	Journal d’achat	17	20240101	44566	TVA sur autres biens et services			MPS-035412	20240101	YESSS ELECTRIQUE	17,15	0,0			20251118	17,15	EUR
HA	Journal d’achat	18	20240101	401	Fournisseurs	401INTERIM	INTERIM	4086	20240101	SAS RAS 820	0,0	164,23	G	20240513	20251118	-164,23	EUR
HA	Journal d’achat	18	20240101	621	Personnel extérieur à l'entité			4086	20240101	SAS RAS 820	136,86	0,0			20251118	136,86	EUR
HA	Journal d’achat	18	20240101	44566	TVA sur autres biens et services			4086	20240101	SAS RAS 820	27,37	0,0			20251118	27,37	EUR
HA	Journal d’achat	19	20240101	401	Fournisseurs	401PROLIANS	PROLIANS	on01nn17	20240101	PROLIANS	0,0	196,92			20251118	-196,92	EUR
HA	Journal d’achat	19	20240101	6011	ACHATS STOCKES			on01nn17	20240101	PROLIANS	164,1	0,0			20251118	164,10	EUR
HA	Journal d’achat	19	20240101	44566	TVA sur autres biens et services			on01nn17	20240101	PROLIANS	32,82	0,0			20251118	32,82	EUR
HA	Journal d’achat	20	20240101	401	Fournisseurs	401MOUTON	MOUTON CARRELAGE	AV002090	20240101	MOUTON CARRELAGE	79,79	0,0	H	20240131	20251118	79,79	EUR
HA	Journal d’achat	20	20240101	6011	ACHATS STOCKES			AV002090	20240101	MOUTON CARRELAGE	0,0	66,49			20251118	-66,49	EUR
HA	Journal d’achat	20	20240101	44566	TVA sur autres biens et services			AV002090	20240101	MOUTON CARRELAGE	0,0	13,3			20251118	-13,30	EUR
HA	Journal d’achat	21	20240101	401	Fournisseurs	401FOUSSIER	FOUSSIER	T15378106	20240101	FOUSSIER	0,0	716,8	I	20240131	20251118	-716,80	EUR
HA	Journal d’achat	21	20240101	6011	ACHATS STOCKES			T15378106	20240101	FOUSSIER	597,33	0,0			20251118	597,33	EUR
HA	Journal d’achat	21	20240101	44566	TVA sur autres biens et services			T15378106	20240101	FOUSSIER	119,47	0,0			20251118	119,47	EUR
HA	Journal d’achat	22	20240101	401	Fournisseurs	401MOUTON	MOUTON CARRELAGE	FAO31252	20240101	MOUTON CARRELAGE	0,0	7,79	H	20240131	20251118	-7,79	EUR
HA	Journal d’achat	22	20240101	6011	ACHATS STOCKES			FAO31252	20240101	MOUTON CARRELAGE	6,49	0,0			20251118	6,49	EUR
HA	Journal d’achat	22	20240101	44566	TVA sur autres biens et services			FAO31252	20240101	MOUTON CARRELAGE	1,3	0,0			20251118	1,30	EUR
HA	Journal d’achat	23	20240101	401	Fournisseurs	401YESS	YESSS ELECTRIQUE	MPS-035410lClien	20240101	YESSS ELECTRIQUE	0,0	238,49	F	20240131	20251118	-238,49	EUR
HA	Journal d’achat	23	20240101	6011	ACHATS STOCKES			MPS-035410lClien	20240101	YESSS ELECTRIQUE	198,74	0,0			20251118	198,74	EUR
HA	Journal d’achat	23	20240101	44566	TVA sur autres biens et services			MPS-035410lClien	20240101	YESSS ELECTRIQUE	39,75	0,0			20251118	39,75	EUR
HA	Journal d’achat	24	20240101	401	Fournisseurs	401YESS	YESSS ELECTRIQUE	MPS-035411	20240101	YESSS ELECTRIQUE	0,0	324,18	F	20240131	20251118	-324,18	EUR
HA	Journal d’achat	24	20240101	6011	ACHATS STOCKES			MPS-035411	20240101	YESSS ELECTRIQUE	270,15	0,0			20251118	270,15	EUR
HA	Journal d’achat	24	20240101	44566	TVA sur autres biens et services			MPS-035411	20240101	YESSS ELECTRIQUE	54,03	0,0			20251118	54,03	EUR
HA	Journal d’achat	25	20240101	401	Fournisseurs	401YESS	YESSS ELECTRIQUE	MPS-035409	20240101	YESSS ELECTRIQUE	0,0	744,95	F	20240131	20251118	-744,95	EUR
HA	Journal d’achat	25	20240101	6011	ACHATS STOCKES			MPS-035409	20240101	YESSS ELECTRIQUE	620,79	0,0			20251118	620,79	EUR
HA	Journal d’achat	25	20240101	44566	TVA sur autres biens et services			MPS-035409	20240101	YESSS ELECTRIQUE	124,16	0,0			20251118	124,16	EUR
HA	Journal d’achat	26	20240101	401	Fournisseurs	401CEDEO	CEDEO	889C1003780846	20240101	CEDEO	0,0	935,21	J	20240215	20251118	-935,21	EUR
HA	Journal d’achat	26	20240101	6011	ACHATS STOCKES			889C1003780846	20240101	CEDEO	779,34	0,0			20251118	779,34	EUR
HA	Journal d’achat	26	20240101	44566	TVA sur autres biens et services			889C1003780846	20240101	CEDEO	155,87	0,0			20251118	155,87	EUR
HA	Journal d’achat	27	20240101	401	Fournisseurs	401DIV	FOURNISSEURS DIVERS	FA00014329	20240101	BERGER ET FILS	0,0	459,43	D	20240228	20251118	-459,43	EUR
HA	Journal d’achat	27	20240101	6011	ACHATS STOCKES			FA00014329	20240101	BERGER ET FILS	382,86	0,0			20251118	382,86	EUR
HA	Journal d’achat	27	20240101	44566	TVA sur autres biens et services			FA00014329	20240101	BERGER ET FILS	76,57	0,0			20251118	76,57	EUR
HA	Journal d’achat	28	20240101	401	Fournisseurs	401MOUTON	MOUTON CARRELAGE	FA031248	20240101	MOUTON CARRELAGE	0,0	22,8	H	20240131	20251118	-22,80	EUR
HA	Journal d’achat	28	20240101	6011	ACHATS STOCKES			FA031248	20240101	MOUTON CARRELAGE	19,0	0,0			20251118	19,00	EUR
HA	Journal d’achat	28	20240101	44566	TVA sur autres biens et services			FA031248	20240101	MOUTON CARRELAGE	3,8	0,0			20251118	3,80	EUR
HA	Journal d’achat	29	20240101	401	Fournisseurs	401CEDEO	CEDEO	889C1003708803	20240101	CEDEO	2577,05	0,0	K	20240101	20251118	2577,05	EUR
HA	Journal d’achat	29	20240101	6011	ACHATS STOCKES			889C1003708803	20240101	CEDEO	0,0	2147,54			20251118	-2147,54	EUR
HA	Journal d’achat	29	20240101	44566	TVA sur autres biens et services			889C1003708803	20240101	CEDEO	0,0	429,51			20251118	-429,51	EUR
HA	Journal d’achat	30	20240101	401	Fournisseurs	401DISPANO	DISPANO	461C0006875620	20240101	DISPANO	0,0	77,95	L	20240415	20251118	-77,95	EUR
HA	Journal d’achat	30	20240101	6011	ACHATS STOCKES			461C0006875620	20240101	DISPANO	64,96	0,0			20251118	64,96	EUR
HA	Journal d’achat	30	20240101	44566	TVA sur autres biens et services			461C0006875620	20240101	DISPANO	12,99	0,0			20251118	12,99	EUR
HA	Journal d’achat	31	20240101	401	Fournisseurs	401HOWDENS	HOWDENS CUISINES	371/000012	20240101	HOWDENS CUISINES	286,85	0,0	M	20240425	20251118	286,85	EUR
HA	Journal d’achat	31	20240101	6011	ACHATS STOCKES			371/000012	20240101	HOWDENS CUISINES	0,0	239,04			20251118	-239,04	EUR
HA	Journal d’achat	31	20240101	44566	TVA sur autres biens et services			371/000012	20240101	HOWDENS CUISINES	0,0	47,81			20251118	-47,81	EUR
HA	Journal d’achat	32	20240101	401	Fournisseurs	401VINCI	VINCI AUTOROUTES	JL01347971	20240101	VINCI AUTOROUTES	0,0	463,5	N	20240320	20251118	-463,50	EUR
HA	Journal d’achat	32	20240101	6251000009	FRAIS VINCI AUTOROUTES (TVA 20%)			JL01347971	20240101	VINCI AUTOROUTES	386,25	0,0			20251118	386,25	EUR
HA	Journal d’achat	32	20240101	44566	TVA sur autres biens et services			JL01347971	20240101	VINCI AUTOROUTES	77,25	0,0			20251118	77,25	EUR
HA	Journal d’achat	33	20240101	401	Fournisseurs	401FOUSSIER	FOUSSIER	T15305370	20240101	FOUSSIER	0,0	79,8	O	20240102	20251118	-79,80	EUR
HA	Journal d’achat	33	20240101	6011	ACHATS STOCKES			T15305370	20240101	FOUSSIER	66,5	0,0			20251118	66,50	EUR
